epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,20750.2,1.43226,1.18098,1.13155,0.65502,0.46569,0.52112,0.30849,1.55253,1.19972,1.16726,0.001783,0.001783,0.001783
85,20994.5,1.41604,1.16961,1.12534,0.63687,0.47101,0.52038,0.30663,1.55145,1.19603,1.17041,0.001684,0.001684,0.001684
86,21238.3,1.40807,1.15445,1.1237,0.62573,0.48375,0.5231,0.30922,1.54057,1.19943,1.16467,0.001585,0.001585,0.001585
87,21482.6,1.4112,1.1514,1.12342,0.62143,0.48233,0.52587,0.30687,1.54257,1.19465,1.16774,0.001486,0.001486,0.001486
88,21728.5,1.40369,1.15176,1.12205,0.64802,0.47097,0.52463,0.30789,1.54977,1.19639,1.16865,0.001387,0.001387,0.001387
89,21973.6,1.40315,1.1428,1.1217,0.62441,0.47893,0.52533,0.30832,1.54345,1.19966,1.16279,0.001288,0.001288,0.001288
90,22218.6,1.39981,1.13795,1.11349,0.63871,0.47678,0.52776,0.31036,1.54559,1.19828,1.16546,0.001189,0.001189,0.001189
91,22464.1,1.32675,0.96057,1.07989,0.62793,0.47715,0.52481,0.30567,1.56094,1.20411,1.17272,0.00109,0.00109,0.00109
92,22707.9,1.31492,0.9167,1.07574,0.65844,0.46708,0.52532,0.30639,1.57159,1.20447,1.1777,0.000991,0.000991,0.000991
93,22951.7,1.3117,0.90608,1.07456,0.63794,0.47402,0.52233,0.30624,1.57016,1.21106,1.17639,0.000892,0.000892,0.000892
94,23195.6,1.30189,0.90562,1.07039,0.67085,0.45739,0.5227,0.30571,1.56823,1.21178,1.17525,0.000793,0.000793,0.000793
95,23439.2,1.29656,0.89682,1.06673,0.66935,0.46162,0.52498,0.30809,1.56139,1.20949,1.17345,0.000694,0.000694,0.000694
96,23683.1,1.28348,0.8794,1.05958,0.6593,0.47337,0.52544,0.30943,1.56377,1.20589,1.17492,0.000595,0.000595,0.000595
97,23927.1,1.28254,0.87673,1.05939,0.64179,0.48375,0.52567,0.30896,1.56577,1.20375,1.17734,0.000496,0.000496,0.000496
98,24171.1,1.27196,0.86955,1.05887,0.6473,0.47686,0.52356,0.30907,1.56682,1.20557,1.17748,0.000397,0.000397,0.000397
99,24415.2,1.2648,0.85978,1.05134,0.64767,0.47889,0.52421,0.30832,1.56611,1.208,1.17748,0.000298,0.000298,0.000298
100,24659.2,1.26718,0.86435,1.0534,0.64312,0.48469,0.5255,0.30793,1.56651,1.20873,1.17801,0.000199,0.000199,0.000199
