epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,10372.7,1.43605,1.25252,1.20434,0.68818,0.52814,0.57897,0.34127,1.52684,1.21551,1.24745,0.006337,0.006337,0.006337
39,10646.1,1.42745,1.22621,1.19884,0.71119,0.515,0.58167,0.35457,1.50381,1.1797,1.24177,0.006238,0.006238,0.006238
40,10919.2,1.43294,1.24109,1.20098,0.71702,0.49461,0.56965,0.34055,1.53312,1.21617,1.26107,0.006139,0.006139,0.006139
41,11191.6,1.42227,1.22571,1.19621,0.71381,0.50617,0.58059,0.34651,1.51507,1.19913,1.24473,0.00604,0.00604,0.00604
42,11464.2,1.41275,1.20036,1.19073,0.70297,0.52323,0.57924,0.34868,1.51222,1.18479,1.23702,0.005941,0.005941,0.005941
43,11736.6,1.41254,1.19215,1.18877,0.67426,0.49969,0.56497,0.34037,1.52797,1.21197,1.25387,0.005842,0.005842,0.005842
44,12008.5,1.39401,1.17557,1.18633,0.68134,0.52544,0.58104,0.35273,1.50225,1.16304,1.25153,0.005743,0.005743,0.005743
45,12280.6,1.39412,1.17808,1.18392,0.66873,0.53042,0.58038,0.34833,1.50057,1.18579,1.24463,0.005644,0.005644,0.005644
46,12553,1.39126,1.17058,1.18346,0.7015,0.52617,0.597,0.35723,1.50356,1.16873,1.24284,0.005545,0.005545,0.005545
47,12826.3,1.39405,1.16266,1.17982,0.7346,0.50894,0.59108,0.35589,1.49331,1.16203,1.24103,0.005446,0.005446,0.005446
48,13099.4,1.38363,1.15066,1.17383,0.67676,0.52753,0.58362,0.35339,1.50048,1.18785,1.24998,0.005347,0.005347,0.005347
49,13372.6,1.37283,1.13988,1.16802,0.69792,0.51505,0.59086,0.36015,1.49118,1.16285,1.23388,0.005248,0.005248,0.005248
50,13646.2,1.37241,1.14136,1.16952,0.66767,0.5293,0.575,0.34603,1.50859,1.19241,1.24076,0.005149,0.005149,0.005149
51,13918.9,1.35502,1.12117,1.16753,0.67772,0.53596,0.59202,0.3575,1.48632,1.16179,1.23383,0.00505,0.00505,0.00505
52,14191.1,1.36289,1.12643,1.16342,0.69249,0.52759,0.58808,0.35863,1.46707,1.15724,1.21597,0.004951,0.004951,0.004951
53,14463.4,1.34099,1.09999,1.15615,0.67564,0.54465,0.60099,0.36534,1.48092,1.14115,1.23352,0.004852,0.004852,0.004852
54,14735.9,1.34783,1.09679,1.15799,0.66946,0.55637,0.59394,0.36152,1.48424,1.13635,1.24438,0.004753,0.004753,0.004753
55,15008.1,1.3442,1.09216,1.15483,0.67578,0.52456,0.59266,0.36023,1.47811,1.15529,1.23585,0.004654,0.004654,0.004654
56,15280.3,1.34371,1.09935,1.15614,0.67454,0.55941,0.60602,0.36903,1.48035,1.12504,1.23946,0.004555,0.004555,0.004555
57,15552.5,1.33552,1.07634,1.15186,0.67111,0.55073,0.60378,0.36652,1.48482,1.12134,1.23706,0.004456,0.004456,0.004456
58,15824,1.32737,1.06932,1.15016,0.70501,0.54882,0.60895,0.3725,1.48741,1.12175,1.2321,0.004357,0.004357,0.004357
59,16096.5,1.3194,1.06261,1.1472,0.71937,0.52958,0.60214,0.36527,1.49244,1.12965,1.24393,0.004258,0.004258,0.004258
60,16368.3,1.31587,1.057,1.14547,0.69408,0.54337,0.5994,0.37038,1.47172,1.1307,1.22642,0.004159,0.004159,0.004159
61,16639.8,1.31294,1.05728,1.13803,0.70428,0.55391,0.61289,0.37365,1.47481,1.12223,1.22596,0.00406,0.00406,0.00406
62,16912.4,1.31054,1.04656,1.13523,0.72217,0.54747,0.61178,0.37557,1.47252,1.10919,1.22667,0.003961,0.003961,0.003961
63,17184.7,1.30656,1.03485,1.13565,0.69439,0.55395,0.6128,0.37379,1.47969,1.12503,1.23012,0.003862,0.003862,0.003862
64,17456.6,1.28846,1.02182,1.13194,0.70858,0.55663,0.61956,0.37927,1.46629,1.09787,1.22781,0.003763,0.003763,0.003763
65,17728.9,1.2944,1.02319,1.13248,0.72836,0.53212,0.60924,0.37148,1.46912,1.11104,1.22837,0.003664,0.003664,0.003664
66,18000.6,1.27775,1.00114,1.12377,0.67847,0.55568,0.61105,0.37017,1.48108,1.12333,1.23234,0.003565,0.003565,0.003565
67,18272.2,1.28834,1.01103,1.12435,0.72205,0.54988,0.61449,0.3758,1.46488,1.11108,1.22213,0.003466,0.003466,0.003466
68,18543.9,1.28692,1.00436,1.12333,0.67883,0.56517,0.61173,0.37506,1.4751,1.11349,1.2263,0.003367,0.003367,0.003367
69,18815.5,1.27077,0.99301,1.1184,0.74224,0.53481,0.61729,0.37729,1.45781,1.09194,1.21564,0.003268,0.003268,0.003268
70,19087.3,1.26613,0.98596,1.11516,0.70952,0.55496,0.61942,0.3805,1.46343,1.10029,1.21567,0.003169,0.003169,0.003169
71,19359.6,1.26318,0.97435,1.11297,0.73034,0.54816,0.61696,0.37724,1.46741,1.10788,1.22228,0.00307,0.00307,0.00307
72,19631.7,1.25686,0.97281,1.11215,0.68172,0.56453,0.615,0.37509,1.46949,1.10008,1.22008,0.002971,0.002971,0.002971
73,19903.3,1.25627,0.97013,1.11298,0.69823,0.55519,0.6142,0.38041,1.47903,1.0961,1.23185,0.002872,0.002872,0.002872
74,20174.9,1.25855,0.97431,1.11257,0.72591,0.54536,0.61548,0.37608,1.48796,1.10343,1.23045,0.002773,0.002773,0.002773
75,20447,1.23865,0.94437,1.10204,0.73978,0.55054,0.62709,0.38343,1.47633,1.09181,1.22915,0.002674,0.002674,0.002674
76,20718.9,1.23762,0.94763,1.10702,0.70102,0.56227,0.62068,0.37904,1.47592,1.09817,1.22144,0.002575,0.002575,0.002575
77,20991.3,1.23836,0.93711,1.10012,0.68985,0.58644,0.63075,0.38645,1.47388,1.08192,1.22575,0.002476,0.002476,0.002476
78,21263.7,1.23564,0.94339,1.10376,0.73457,0.56395,0.63106,0.38954,1.46601,1.08452,1.22301,0.002377,0.002377,0.002377
79,21536.3,1.23198,0.93396,1.0979,0.73732,0.55247,0.62656,0.38547,1.47247,1.09312,1.2238,0.002278,0.002278,0.002278
80,21808.6,1.22707,0.92451,1.09642,0.70472,0.566,0.62549,0.38504,1.47606,1.09779,1.22352,0.002179,0.002179,0.002179
81,22080.6,1.21826,0.92178,1.09101,0.69401,0.56612,0.62801,0.38899,1.47238,1.07539,1.22129,0.00208,0.00208,0.00208
82,22352.8,1.21929,0.90819,1.08962,0.75559,0.53898,0.63361,0.38887,1.47391,1.07311,1.22647,0.001981,0.001981,0.001981
83,22624.6,1.20969,0.90737,1.0914,0.73222,0.55566,0.63065,0.38697,1.46327,1.07241,1.22475,0.001882,0.001882,0.001882
84,22896.4,1.21429,0.90917,1.09284,0.71793,0.56229,0.6353,0.3904,1.45943,1.06766,1.22196,0.001783,0.001783,0.001783
85,23168.9,1.1923,0.8918,1.08579,0.71663,0.56361,0.63564,0.39411,1.45733,1.06391,1.2191,0.001684,0.001684,0.001684
86,23441.2,1.20399,0.88917,1.08509,0.74097,0.56538,0.639,0.39448,1.45807,1.05698,1.22191,0.001585,0.001585,0.001585
87,23713.5,1.19045,0.88266,1.08173,0.74132,0.56736,0.63686,0.39205,1.46088,1.05959,1.22295,0.001486,0.001486,0.001486
88,23985.7,1.187,0.87528,1.07864,0.72764,0.56641,0.63562,0.39168,1.46682,1.05796,1.22627,0.001387,0.001387,0.001387
89,24257.7,1.1958,0.88215,1.08125,0.75537,0.55549,0.63677,0.39276,1.46389,1.05262,1.22321,0.001288,0.001288,0.001288
90,24529.8,1.18363,0.8723,1.0772,0.74324,0.56111,0.63929,0.39177,1.47075,1.04983,1.22677,0.001189,0.001189,0.001189
91,24801.3,1.1186,0.72008,1.03734,0.70269,0.58162,0.63235,0.38421,1.49041,1.07002,1.23947,0.00109,0.00109,0.00109
92,25071.4,1.09813,0.68231,1.0245,0.72082,0.57645,0.63514,0.38606,1.48986,1.06474,1.2382,0.000991,0.000991,0.000991
93,25341.5,1.09066,0.67796,1.02098,0.70073,0.58383,0.63528,0.388,1.48646,1.05871,1.23975,0.000892,0.000892,0.000892
94,25611.5,1.07639,0.66653,1.01609,0.71216,0.58408,0.63747,0.38893,1.48725,1.06124,1.24195,0.000793,0.000793,0.000793
95,25881.7,1.07808,0.66155,1.01852,0.68911,0.59077,0.63643,0.38767,1.48543,1.06263,1.24231,0.000694,0.000694,0.000694
96,26151.9,1.06508,0.65317,1.00859,0.72683,0.57394,0.63457,0.38583,1.48751,1.06586,1.2434,0.000595,0.000595,0.000595
97,26421.8,1.05824,0.6475,1.00986,0.72842,0.5708,0.63358,0.38694,1.48058,1.0705,1.24032,0.000496,0.000496,0.000496
98,26691.8,1.05362,0.64273,1.00699,0.75032,0.55768,0.63498,0.38743,1.48178,1.07143,1.24009,0.000397,0.000397,0.000397
99,26962.1,1.04511,0.63961,1.00312,0.7411,0.55727,0.63274,0.38582,1.4841,1.07585,1.24088,0.000298,0.000298,0.000298
100,27232,1.04523,0.63346,1.00262,0.75079,0.55887,0.63571,0.38543,1.48443,1.07141,1.24244,0.000199,0.000199,0.000199
